genere,nome_categoria,prodotto,prezzo_originale,prezzo_scontato,immagine,link,colore,colore2,categoria,sottocategoria,brand,materiale,materiale2,colore1,id_prodotto,differenza_prezzo,codice_colore
Donna,,Décolleté slingback donna in pelle nero e1301z,139.9,125.91,,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-nero-e1301z-e1301z-247461.html,,,Dècolletè,,Melluso,pelle,,nero,e1301z,13.990000000000007,
Donna,,Décolleté donna cinturino incrociato in tessuto pelle nude e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-pelle-nude-e1631zv-e1631zv-247200.html,,,Dècolletè,,Melluso,pelle,tessut,nude,e1631zv,15.990000000000007,
Donna,,Décolleté donna cinturino incrociato in pelle nero e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-pelle-nero-e1631zv-e1631zv-247199.html,,,Dècolletè,,Melluso,pelle,,nero,e1631zv,15.990000000000007,
Donna,,Décolleté donna cinturino incrociato in tessuto galassia argento e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-galassia-argento-e1631zv-e1631zv-247202.html,,,Dècolletè,,Melluso,tessut,,argento,e1631zv,15.990000000000007,
Donna,,Décolleté donna in pelle blu abyss d175z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-pelle-blu-abyss-d179z-d175z-243777.html,,,Dècolletè,,Melluso,pelle,,blu,d175z,13.990000000000007,
Donna,,Décolleté donna slingback in pelle nero d179z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nero-d179z-d179z-245514.html,,,Dècolletè,,Melluso,pelle,,nero,d179z,13.990000000000007,
Donna,,Décolleté donna in pelle beige kiss d175z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-pelle-beige-kiss-d179z-d175z-243776.html,,kiss,Dècolletè,,Melluso,pelle,,beige,d175z,13.990000000000007,
Donna,,Décolleté donna cinturino incrociato in tessuto pelle wash platino e1631zv,169.9,152.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-pelle-wash-platino-e1631zv-e1631zv-247752.html,,,Dècolletè,,Melluso,pelle,tessut,platino,e1631zv,16.99000000000001,
Donna,,Décolleté donna slingback in pelle rosa contour e1634zv,169.9,152.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-rosa-contour-e1634zv-e1634zv-247703.html,,,Dècolletè,,Melluso,pelle,,rosa,e1634zv,16.99000000000001,
Donna,,Décolleté donna slingback in pelle blu abyss e1634zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-blu-abyss-e1634zv-e1634zv-247187.html,,,Dècolletè,,Melluso,pelle,,blu,e1634zv,15.990000000000007,
Donna,,Décolleté donna slingback in tessuto galassia platino e1634zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-platino-e1634zv-e1634zv-247193.html,,,Dècolletè,,Melluso,tessut,,platino,e1634zv,15.990000000000007,
Donna,,Décolleté donna slingback in pelle wash argento e1634zv,169.9,152.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-wash-argento-e1634zv-e1634zv-247197.html,,,Dècolletè,,Melluso,pelle,,argento,e1634zv,16.99000000000001,
Donna,,Décolleté donna slingback in pelle platino e1634zv,169.9,152.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-platino-e1634zv-e1634zv-247198.html,,,Dècolletè,,Melluso,pelle,,platino,e1634zv,16.99000000000001,
Donna,,Décolleté donna slingback in pelle nero e1634zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nero-e1634zv-e1634zv-247188.html,,,Dècolletè,,Melluso,pelle,,nero,e1634zv,15.990000000000007,
Donna,,Décolleté donna slingback in tessuto galassia notte e1634zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-notte-e1634zv-e1634zv-247195.html,,,Dècolletè,,Melluso,tessut,,,e1634zv,15.990000000000007,
Donna,,Décolleté donna slingback in tessuto galassia rosa e1634zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-rosa-e1634zv-e1634zv-247196.html,,,Dècolletè,,Melluso,tessut,,rosa,e1634zv,15.990000000000007,
Donna,,Décolleté donna slingback in pelle nude e1634zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nude-e1634zv-e1634zv-247404.html,,,Dècolletè,,Melluso,pelle,,nude,e1634zv,15.990000000000007,
Donna,,Décolleté donna slingback in pelle bianco e1634zv,159.9,,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-bianco-e1634zv-e1634zv-247190.html,,,Dècolletè,,Melluso,pelle,,bianco,e1634zv,,
Donna,,Décolleté donna slingback in pelle rosa glicine e1634zv,169.9,152.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-rosa-glicine-e1634zv-e1634zv-247753.html,,,Dècolletè,,Melluso,pelle,,rosa,e1634zv,16.99000000000001,
Donna,,Décolleté donna slingback in pelle harrods blu abyss e1634zv,,,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-harrods-blu-abyss-e1634zv-e1634zv-247704.html,,,Dècolletè,,Melluso,pelle,,blu,e1634zv,,
Donna,,Décolleté donna slingback in pelle verde acid e1634zv,169.9,152.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-verde-acid-e1634zv-e1634zv-247705.html,,,Dècolletè,,Melluso,pelle,,verde,e1634zv,16.99000000000001,
Donna,,Décolleté donna slingback in tessuto azzurro cielo e1634w,,,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-azzurro-cielo-e1634w-e1634zv-247755.html,,,Dècolletè,,Melluso,tessut,,cielo,e1634w,,
Donna,,Dècolletè donna con cinturino in pelle argento d156z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-argento-d156z-d156z-244994.html,,,Dècolletè,,Melluso,pelle,,argento,d156z,12.990000000000007,
Donna,,Décolleté donna con cinturino in pelle beige v308,139.9,125.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-beige-v308-v308z-244820.html,,,Dècolletè,,Melluso,pelle,,beige,v308,13.990000000000007,
Donna,,Décolleté donna con cinturino in pelle nude v308z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-nude-v308z-v308z-249356.html,,,Dècolletè,,Melluso,pelle,,nude,v308z,13.990000000000007,
Donna,,Décolleté donna in camoscio beige x517z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-camoscio-beige-x517z-x517z-243869.html,,,Dècolletè,,Melluso,camoscio,,beige,x517z,13.990000000000007,
Donna,,Décolleté donna in camoscio blu abyss x517z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-camoscio-blu-abyss-x517z-x517z-243870.html,,,Dècolletè,,Melluso,camoscio,,blu,x517z,13.990000000000007,
Donna,,Décolleté donna in tessuto galassia nero x517z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-in-tessuto-galassia-nero-x517z-x517z-244833.html,,,Dècolletè,,Melluso,tessut,,nero,x517z,12.990000000000007,
Donna,,Décolleté donna in camoscio nero x517z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-camoscio-nero-x517z-x517z-246305.html,,,Dècolletè,,Melluso,camoscio,,nero,x517z,13.990000000000007,
Donna,,Décolleté comodo con cinturino in pelle beige x519z,149.9,134.91,,https://www.melluso.com/it/decollete-comodo-con-cinturino-in-pelle-beige-x519z-x519z-247450.html,,,Dècolletè,,Melluso,pelle,,beige,x519z,14.990000000000007,
Donna,,Décolleté comodo con cinturino in camoscio blu abyss x519z,149.9,134.91,,https://www.melluso.com/it/decollete-comodo-con-cinturino-in-camoscio-blu-abyss-x519z-x519z-247646.html,,,Dècolletè,,Melluso,camoscio,,blu,x519z,14.990000000000007,
Donna,,Décolleté comodo con cinturino in camoscio grigio x519z,149.9,134.91,,https://www.melluso.com/it/decollete-comodo-con-cinturino-in-camoscio-grigio-x519z-x519z-249630.html,,,Dècolletè,,Melluso,camoscio,,grigio,x519z,14.990000000000007,
Donna,,Décolleté donna in pelle nero d110z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-in-pelle-nero-d110z-d110z-247339.html,,,Dècolletè,,Melluso,pelle,,nero,d110z,12.990000000000007,
Donna,,Décolleté slingback donna in pelle e nylon beige e1852,159.9,127.92,,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-e-nylon-beige-e1852-e1852-248023.html,,,Dècolletè,,Melluso,pelle,,beige,e1852,31.980000000000004,
Donna,,Décolleté donna slingback con cinturino in pelle nero nude v701,149.9,119.92,,https://www.melluso.com/it/decollete-donna-slingback-con-cinturino-in-pelle-nero-nude-v701-v701-244090.html,,nude,Dècolletè,,Melluso,pelle,,nero,v701,29.980000000000004,
Donna,,Espadrillas donna in tessuto jeans 018206z,79.9,63.92,,https://www.melluso.com/it/espadrillas-donna-in-tessuto-jeans-018206z-018206z-244310.html,,,Dècolletè,,Melluso,tessut,,,018206z,15.980000000000004,
Donna,,Espadrillas donna in tessuto verde 018206z,79.9,63.92,,https://www.melluso.com/it/espadrillas-donna-in-tessuto-verde-018206z-018206z-244311.html,,,Dècolletè,,Melluso,tessut,,verde,018206z,15.980000000000004,
Donna,,Espadrillas donna in tessuto giallo 018206z,79.9,63.92,,https://www.melluso.com/it/espadrillas-donna-in-tessuto-giallo-018206z-018206z-244312.html,,,Dècolletè,,Melluso,tessut,,giallo,018206z,15.980000000000004,
Donna,,Décolleté donna slingback in pelle argento d192,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-argento-d192-d192-245557.html,,,Dècolletè,,Melluso,pelle,,argento,d192,14.990000000000007,
Donna,,Espadrillas donna in tessuto rosso 018206z,79.9,63.92,,https://www.melluso.com/it/espadrillas-donna-in-tessuto-rosso-018206z-018206z-253167.html,,,Dècolletè,,Melluso,tessut,,rosso,018206z,15.980000000000004,
Donna,,Espadrillas donna in tessuto blu 018206z,79.9,63.92,,https://www.melluso.com/it/espadrillas-donna-in-tessuto-blu-018206z-018206z-253168.html,,,Dècolletè,,Melluso,tessut,,blu,018206z,15.980000000000004,
Donna,,Espadrillas donna in tessuto carne 018206z,79.9,63.92,,https://www.melluso.com/it/espadrillas-donna-in-tessuto-carne-018206z-018206z-253177.html,,,Dècolletè,,Melluso,tessut,,,018206z,15.980000000000004,
Donna,,Décolleté donna slingback in pelle milk d193,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-milk-d193-d193-245140.html,,,Dècolletè,,Melluso,pelle,,,d193,14.990000000000007,
Donna,,Décolleté donna in pelle nude e1301z,149.9,134.91,,https://www.melluso.com/it/decollete-donna-in-pelle-nude-e1301z-e1301z-249089.html,,,Dècolletè,,Melluso,pelle,,nude,e1301z,14.990000000000007,
Donna,,Décolleté donna in camoscio blu abyss x516z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-camoscio-blu-abyss-x516z-x516z-243866.html,,,Dècolletè,,Melluso,camoscio,,blu,x516z,13.990000000000007,
Donna,,Décolleté donna in camoscio platino x516z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-camoscio-platino-x516z-x516z-246739.html,,,Dècolletè,,Melluso,camoscio,,platino,x516z,13.990000000000007,
Donna,,Décolleté donna cinturino incrociato in tessuto rosa e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-rosa-e1631zv-e1631zv-253831.html,,,Dècolletè,,Melluso,tessut,,rosa,e1631zv,15.990000000000007,
Donna,,Décolleté donna slingback in pelle bianco d168zv,149.9,,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-bianco-d168zv-d168zv-249127.html,,,Dècolletè,,Melluso,pelle,,bianco,d168zv,,
Donna,,Décolleté donna in tessuto galassia platino x517z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-in-tessuto-galassia-platino-x517z-x517z-245915.html,,,Dècolletè,,Melluso,tessut,,platino,x517z,12.990000000000007,
Donna,,Décolleté donna con cinturino in pelle nero v229,139.9,125.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-nero-v229-v229-243971.html,,,Dècolletè,,Melluso,pelle,,nero,v229,13.990000000000007,
Donna,,Décolleté donna cinturino incrociato in pelle blu abyss e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-pelle-blu-abyss-e1631zv-e1631zv-247201.html,,,Dècolletè,,Melluso,pelle,,blu,e1631zv,15.990000000000007,
Donna,,Décolleté donna slingback in pelle nero e1690,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nero-e1690-e1690-246469.html,,,Dècolletè,,Melluso,pelle,,nero,e1690,14.990000000000007,
Donna,,Décolleté donna cinturino incrociato in tessuto galassia platino e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-galassia-platino-e1631zv-e1631zv-247203.html,,,Dècolletè,,Melluso,tessut,,platino,e1631zv,15.990000000000007,
Donna,,Décolleté donna slingback in pelle blu abyss d165zv,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-blu-abyss-d165zv-d165zv-247710.html,,,Dècolletè,,Melluso,pelle,,blu,d165zv,14.990000000000007,
Donna,,Décolleté donna slingback in pelle wash abyss d166z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-wash-abyss-d166z-d166z-244995.html,,,Dècolletè,,Melluso,pelle,,,d166z,13.990000000000007,
Donna,,Décolleté donna in pelle nude e1301z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-pelle-nude-e1301z-e1301z-247449.html,,,Dècolletè,,Melluso,pelle,,nude,e1301z,13.990000000000007,
Donna,,Décolleté donna slingback in tessuto argento d188,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-argento-d188-d188-246084.html,,,Dècolletè,,Melluso,tessut,,argento,d188,14.990000000000007,
Donna,,Décolleté donna slingback in pelle milk e1634zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-milk-e1634zv-e1634zv-247192.html,,,Dècolletè,,Melluso,pelle,,,e1634zv,15.990000000000007,
Donna,,Décolleté donna slingback in pelle platino d192,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-platino-d192-d192-244193.html,,,Dècolletè,,Melluso,pelle,,platino,d192,14.990000000000007,
Donna,,Décolleté donna aperto ai lati in tessuto galassia argento e1630zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-aperto-ai-lati-in-tessuto-galassia-argento-e1630zv-e1630zv-249083.html,,,Dècolletè,,Melluso,tessut,,argento,e1630zv,15.990000000000007,
Donna,,Décolleté donna aperto ai lati in tessuto galassia platino e1630zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-aperto-ai-lati-in-tessuto-galassia-platino-e1630zv-e1630zv-249084.html,,,Dècolletè,,Melluso,tessut,,platino,e1630zv,15.990000000000007,
Donna,,Décolleté donna aperto ai lati in tessuto galassia notte e1630zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-aperto-ai-lati-in-tessuto-galassia-notte-e1630zv-e1630zv-249105.html,,,Dècolletè,,Melluso,tessut,,,e1630zv,15.990000000000007,
Donna,,Décolleté donna aperto ai lati in tessuto galassia phard e1630zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-aperto-ai-lati-in-tessuto-galassia-phard-e1630zv-e1630zv-249106.html,,,Dècolletè,,Melluso,tessut,,,e1630zv,15.990000000000007,
Donna,,Dècolletè donna comodo in pelle nude r30611z,125.0,100.0,,https://www.melluso.com/it/decollete-donna-comodo-in-pelle-nude-r30611z-r30611z-245999.html,,,Dècolletè,,Melluso,pelle,,nude,r30611z,25.0,
Donna,,Décolleté donna slingback in pelle argento d165z,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-argento-d165z-d165zv-249141.html,,,Dècolletè,,Melluso,pelle,,argento,d165z,14.990000000000007,
Donna,,Décolleté donna in pelle nero d175z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-in-pelle-blu-abyss-d175z-d175z-245724.html,,,Dècolletè,,Melluso,pelle,,nero,d175z,13.990000000000007,
Donna,,Décolleté donna slingback in tessuto galassia argento d180z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-argento-d180z-d180z-245403.html,,,Dècolletè,,Melluso,tessut,,argento,d180z,13.990000000000007,
Donna,,Décolleté donna slingback in tessuto galassia platino d180z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-platino-d180z-d180z-245404.html,,,Dècolletè,,Melluso,tessut,,platino,d180z,13.990000000000007,
Donna,,Décolleté slingback donna in pelle e nylon nero e1852,159.9,127.92,,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-e-nylon-nero-e1852-e1852-248022.html,,,Dècolletè,,Melluso,pelle,,nero,e1852,31.980000000000004,
Donna,,Dècolletè donna comodo in pelle nero r30611z,125.0,100.0,,https://www.melluso.com/it/decollete-donna-comodo-in-pelle-nero-r30611z-r30611z-244832.html,,,Dècolletè,,Melluso,pelle,,nero,r30611z,25.0,
Donna,,Décolleté donna slingback in tessuto rafia v311,149.9,107.93,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-rafia-v311-v311-243766.html,,,Dècolletè,,Melluso,tessut,,,v311,41.97,
Donna,,Décolleté donna in pelle blu abyss d106z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-in-pelle-blu-abyss-d106z-d106z-249131.html,,,Dècolletè,,Melluso,pelle,,blu,d106z,12.990000000000007,
Donna,,Dècolletè donna con cinturino in pelle milk d156z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-milk-d156z-d156z-244988.html,,,Dècolletè,,Melluso,pelle,,,d156z,12.990000000000007,
Donna,,Dècolletè donna con cinturino in pelle nero d156z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-nero-d156z-d156z-244991.html,,,Dècolletè,,Melluso,pelle,,nero,d156z,12.990000000000007,
Donna,,Dècolletè donna con cinturino in pelle platino d156z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-platino-d156z-d156z-246041.html,,,Dècolletè,,Melluso,pelle,,platino,d156z,12.990000000000007,
Donna,,Dècolletè donna con cinturino in pelle rosa contour d156z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-rosa-contour-d156z-d156z-249140.html,,,Dècolletè,,Melluso,pelle,,rosa,d156z,12.990000000000007,
Donna,,Décolleté donna slingback in tessuto intreccio e pelle platino e1675zv,179.9,161.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-intreccio-e-pelle-platino-e1675zv-e1675zv-249113.html,,,Dècolletè,,Melluso,pelle,intreccio,platino,e1675zv,17.99000000000001,
Donna,,Décolleté donna slingback in tessuto intreccio e pelle beige e1675zv,179.9,161.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-intreccio-e-pelle-beige-e1675zv-e1675zv-249114.html,,,Dècolletè,,Melluso,pelle,intreccio,beige,e1675zv,17.99000000000001,
Donna,,Décolleté slingback donna in pelle e tessuto azzurro e1851,169.9,152.91,,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-e-tessuto-azzurro-e1851-e1851-244189.html,,,Dècolletè,,Melluso,pelle,tessut,,e1851,16.99000000000001,
Donna,,Décolleté donna con cinturino in pelle nero v308z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-nero-v308z-v308z-243772.html,,,Dècolletè,,Melluso,pelle,,nero,v308z,13.990000000000007,
Donna,,Décolleté slingback donna tessuto e pelle nero v703,139.9,111.92,,https://www.melluso.com/it/decollete-slingback-donna-tessuto-e-pelle-nero-v703-v703-244079.html,,,Dècolletè,,Melluso,pelle,tessut,nero,v703,27.980000000000004,
Donna,,Décolleté donna slingback in pelle fondotinta d189,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-fondotinta-d189-d189-245533.html,,,Dècolletè,,Melluso,pelle,,fondotinta,d189,14.990000000000007,
Donna,,Décolleté donna in pelle nero d189,149.9,134.91,,https://www.melluso.com/it/decollete-donna-in-pelle-nero-d189-d189-245946.html,,,Dècolletè,,Melluso,pelle,,nero,d189,14.990000000000007,
Donna,,Décolleté donna cinturino incrociato in tessuto pelle rosso e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-pelle-rosso-e1631zv-e1631zv-247451.html,,,Dècolletè,,Melluso,pelle,tessut,rosso,e1631zv,15.990000000000007,
Donna,,Décolleté slingback donna in pelle e tessuto beige e1851,169.9,152.91,,https://www.melluso.com/it/decollete-slingback-donna-in-pelle-e-tessuto-beige-e1851-e1851-245148.html,,,Dècolletè,,Melluso,pelle,tessut,beige,e1851,16.99000000000001,
Donna,,Décolleté donna in pelle e camoscio abyss n411,129.9,103.92,,https://www.melluso.com/it/decollete-donna-in-pelle-e-camoscio-abyss-n411-n411-244811.html,,,Dècolletè,,Melluso,pelle,camoscio,,n411,25.980000000000004,
Donna,,Dècolletè donna comodo in pelle laminato nude r30611z,125.0,100.0,,https://www.melluso.com/it/decollete-donna-comodo-in-pelle-laminato-nude-r30611z-r30611z-250115.html,,,Dècolletè,,Melluso,pelle,,nude,r30611z,25.0,
Donna,,Décolleté donna in pelle nero x621z,139.9,111.92,,https://www.melluso.com/it/decollete-donna-in-pelle-nero-x621z-x621z-249422.html,,,Dècolletè,,Melluso,pelle,,nero,x621z,27.980000000000004,
Donna,,Décolleté donna in pelle blu abyss x621z,139.9,111.92,,https://www.melluso.com/it/decollete-donna-in-pelle-blu-abyss-x621z-x621z-249423.html,,,Dècolletè,,Melluso,pelle,,blu,x621z,27.980000000000004,
Donna,,Sabot donna in tessuto rafia beige k56213,89.9,71.92,,https://www.melluso.com/it/sabot-donna-in-tessuto-rafia-beige-k56213-k56213-245191.html,,,Dècolletè,,Melluso,tessut,,beige,k56213,17.980000000000004,
Donna,,Décolleté donna in pelle nero k55398z,89.9,71.92,,https://www.melluso.com/it/decollete-donna-in-pelle-nero-k55398z-k55398z-245119.html,,,Dècolletè,,Melluso,pelle,,nero,k55398z,17.980000000000004,
Donna,,Décolleté donna in pelle e camoscio sabbia n411,129.9,103.92,,https://www.melluso.com/it/decollete-donna-in-pelle-e-camoscio-sabbia-n411-n411-243722.html,,,Dècolletè,,Melluso,pelle,camoscio,,n411,25.980000000000004,
Donna,,Décolleté donna con cinturino in pelle nude v229,139.9,125.91,,https://www.melluso.com/it/decollete-donna-con-cinturino-in-pelle-nude-v229-v229-243972.html,,,Dècolletè,,Melluso,pelle,,nude,v229,13.990000000000007,
Donna,,Décolleté donna in pelle nero x516z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-in-pelle-nero-x516z-x516z-246006.html,,,Dècolletè,,Melluso,pelle,,nero,x516z,12.990000000000007,
Donna,,Décolleté donna in pelle nude x516z,129.9,116.91,,https://www.melluso.com/it/decollete-donna-in-pelle-nude-x516z-x516z-249435.html,,,Dècolletè,,Melluso,pelle,,nude,x516z,12.990000000000007,
Donna,,Espadrillas donna in tessuto rafia blu 018215z,,,,https://www.melluso.com/it/espadrillas-donna-in-tessuto-rafia-blu-018215z-018215z-244316.html,,,Dècolletè,,Melluso,tessut,,blu,018215z,,
Donna,,Décolleté donna in pelle platino k55398z,89.9,71.92,,https://www.melluso.com/it/decollete-donna-in-pelle-platino-k55398z-k55398z-243695.html,,,Dècolletè,,Melluso,pelle,,platino,k55398z,17.980000000000004,
Donna,,Décolleté donna in pelle blu notte k55398z,89.9,71.92,,https://www.melluso.com/it/decollete-donna-in-pelle-blu-notte-k55398z-k55398z-243696.html,,,Dècolletè,,Melluso,pelle,,blu,k55398z,17.980000000000004,
Donna,,Décolleté ballerina donna in pelle crema k60100bk,99.0,79.2,,https://www.melluso.com/it/decollete-ballerina-donna-in-pelle-crema-k60100bk-k60100bk-234285.html,,,Dècolletè,,Melluso,pelle,,,k60100bk,19.8,
Donna,,Décolleté ballerina donna in pelle blu notte k60100bk,99.0,79.2,,https://www.melluso.com/it/decollete-ballerina-donna-in-pelle-blu-notte-k60100bk-k60100bk-234286.html,,,Dècolletè,,Melluso,pelle,,blu,k60100bk,19.8,
Donna,,Décolleté donna cinturino incrociato in tessuto galassia blu notte e1631zv,159.9,143.91,,https://www.melluso.com/it/decollete-donna-cinturino-incrociato-in-tessuto-galassia-blu-notte-e1631zv-e1631zv-247204.html,,,Dècolletè,,Melluso,tessut,,blu,e1631zv,15.990000000000007,
Donna,,Décolleté donna  in pelle wash rosa contour d160zv,149.9,134.91,,https://www.melluso.com/it/decollete-donna-in-pelle-wash-rosa-contour-d160zv-d160zv-247748.html,,,Dècolletè,,Melluso,pelle,,rosa,d160zv,14.990000000000007,
Donna,,Décolleté donna slingback in pelle nude d188,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nude-d188-d188-246626.html,,,Dècolletè,,Melluso,pelle,,nude,d188,14.990000000000007,
Donna,,Décolleté donna slingback in pelle fondotinta d179z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-fondotinta-d179z-d179z-247363.html,,,Dècolletè,,Melluso,pelle,,fondotinta,d179z,13.990000000000007,
Donna,,Décolleté donna slingback in tessuto galassia nero d168zv,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-galassia-nero-d168zv-d168zv-247471.html,,,Dècolletè,,Melluso,tessut,,nero,d168zv,14.990000000000007,
Donna,,Espadrillas donna in tessuto rafia beige 018215z,89.9,71.92,,https://www.melluso.com/it/espadrillas-donna-in-tessuto-rafia-beige-018215z-018215z-244315.html,,,Dècolletè,,Melluso,tessut,,beige,018215z,17.980000000000004,
Donna,,Décolleté donna slingback in pelle argento d168zv,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-argento-d168zv-d168zv-247402.html,,,Dècolletè,,Melluso,pelle,,argento,d168zv,14.990000000000007,
Donna,,Décolleté donna slingback in pelle nero d188,149.9,134.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-nero-d188-d188-246085.html,,,Dècolletè,,Melluso,pelle,,nero,d188,14.990000000000007,
Donna,,Décolleté donna in pelle e camoscio nero n411,129.9,,,https://www.melluso.com/it/decollete-donna-in-pelle-e-camoscio-nero-n411-n411-243721.html,,,Dècolletè,,Melluso,pelle,camoscio,nero,n411,,
Donna,,Décolleté donna slingback in tessuto rafia beige v311,149.9,119.92,,https://www.melluso.com/it/decollete-donna-slingback-in-tessuto-rafia-beige-v311-v311-243767.html,,,Dècolletè,,Melluso,tessut,,beige,v311,29.980000000000004,
Donna,,Décolleté donna slingback in pelle bianco milk d179z,139.9,125.91,,https://www.melluso.com/it/decollete-donna-slingback-in-pelle-bianco-milk-d179z-d179z-243774.html,,,Dècolletè,,Melluso,pelle,,bianco,d179z,13.990000000000007,
Donna,,Décolleté donna slingback con cinturino in pelle bianco nude v701,149.9,119.92,,https://www.melluso.com/it/decollete-donna-slingback-con-cinturino-in-pelle-bianco-nude-v701-v701-244092.html,,nude,Dècolletè,,Melluso,pelle,,bianco,v701,29.980000000000004,
Donna,,Décolleté slingback donna tessuto e pelle bianco v703,139.9,111.92,,https://www.melluso.com/it/decollete-slingback-donna-tessuto-e-pelle-bianco-v703-v703-244078.html,,,Dècolletè,,Melluso,pelle,tessut,bianco,v703,27.980000000000004,
